Input #1,Input #2,Output #1,Output #2,Output #3
5x Carrot King (R38),5x Kraken (L15),1x Lumisquid (R44),1x Burningsoul (L27),1x Moltenfish (L20)
5x Carrot King (R38),5x Taurus (L17),1x Shinyfish (L23),2x Cascade (R2),
5x Carrot King (R38),5x Daemon (L18),1x Lumisquid (R44),1x Burningsoul (L27),2x Cascade (R2)
5x Carrot King (R38),5x Moltenfish (L20),1x Shinyfish (L23),2x Cascade (R2),
5x Carrot King (R38),5x Shinyfish (L23),1x Lord Jawbus (L26),2x Cascade (R2),
5x Carrot King (R38),5x Ananke (L24),1x Lumisquid (R44),1x Burningsoul (L27),2x Cascade (R2)
5x Carrot King (R38),5x Hideonbox (L25),1x Lumisquid (R44),1x Cinderbat (L28),2x Cascade (R2)
5x Carrot King (R38),5x Lord Jawbus (L26),2x Cascade (R2),,
5x Carrot King (R38),5x Burningsoul (L27),1x Lumisquid (R44),1x Power Dragon (L30),2x Cascade (R2)
5x Carrot King (R38),5x Cinderbat (L28),1x Lumisquid (R44),2x Cascade (R2),
5x Carrot King (R38),2x Megalith (L29),2x Cascade (R2),,
5x Carrot King (R38),5x Power Dragon (L30),1x Lumisquid (R44),1x Apex Dragon (L33),2x Cascade (R2)
5x Carrot King (R38),5x Condor (L31),1x Lumisquid (R44),2x Cascade (R2),2x Falcon (R58)
5x Carrot King (R38),5x Sun Fish (L32),2x Cascade (R2),,
5x Carrot King (R38),5x Apex Dragon (L33),1x Lumisquid (R44),2x Cascade (R2),
5x Carrot King (R38),5x Dodo (L34),1x Lumisquid (R44),2x Cascade (R2),2x Falcon (R58)
5x Carrot King (R38),5x Jormung (L36),1x Lumisquid (R44),2x Cascade (R2),
5x Carrot King (R38),5x Etherdrake (L39),1x Lumisquid (R44),2x Cascade (R2),
5x Carrot King (R38),5x Galaxy Fish (L41),2x Cascade (R2),,
5x Carrot King (R38),5x Molthorn (L42),1x Lumisquid (R44),2x Cascade (R2),
5x Carrot King (R38),2x Starborn (L44),1x Lumisquid (R44),2x Cascade (R2),
5x Wither Specter (R39),2x Grove (C1),1x Matcho (R42),1x Phanpyre (C4),
5x Wither Specter (R39),2x Mist (C2),1x Matcho (R42),1x Cod (C5),
5x Wither Specter (R39),2x Flash (C3),1x Matcho (R42),,
5x Wither Specter (R39),5x Phanpyre (C4),1x Matcho (R42),1x Phanflare (C7),2x Dreadwing (R49)
5x Wither Specter (R39),5x Cod (C5),1x Matcho (R42),1x Night Squid (C8),2x Mist (C2)
5x Wither Specter (R39),5x Phanflare (C7),1x Matcho (R42),1x Hideonleaf (C10),2x Dreadwing (R49)
5x Wither Specter (R39),5x Night Squid (C8),1x Matcho (R42),1x Verdant (C11),2x Mist (C2)
5x Wither Specter (R39),5x Lapis Zombie (C9),1x Matcho (R42),2x Lapis Skeleton (R15),2x Flash (C3)
5x Wither Specter (R39),5x Hideonleaf (C10),1x Matcho (R42),1x Mudworm (C25),2x Grove (C1)
5x Wither Specter (R39),5x Verdant (C11),1x Matcho (R42),1x Sea Archer (C14),2x Mist (C2)
5x Wither Specter (R39),5x Chill (C12),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Sea Archer (C14),1x Matcho (R42),1x Birries (C17),2x Mist (C2)
5x Wither Specter (R39),5x Voracious Spider (C15),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Hideongift (C16),1x Matcho (R42),1x Mudworm (C25),2x Grove (C1)
5x Wither Specter (R39),5x Birries (C17),1x Matcho (R42),1x Tadgang (C20),2x Mist (C2)
5x Wither Specter (R39),5x Tank Zombie (C18),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Crow (C19),1x Matcho (R42),1x Mudworm (C25),2x Falcon (R58)
5x Wither Specter (R39),2x Tadgang (C20),1x Matcho (R42),1x Coralot (C23),2x Rana (U39)
5x Wither Specter (R39),5x Zealot (C21),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Coralot (C23),1x Matcho (R42),2x Mist (C2),
5x Wither Specter (R39),5x Harpy (C24),1x Matcho (R42),2x Falcon (R58),2x Kiwi (U34)
5x Wither Specter (R39),5x Mudworm (C25),1x Matcho (R42),2x Grove (C1),
5x Wither Specter (R39),5x Golden Ghoul (C27),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Azure (C29),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Bezal (C30),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Yog (C33),1x Matcho (R42),2x Flash (C3),
5x Wither Specter (R39),5x Boreal Owl (C34),1x Matcho (R42),2x Falcon (R58),2x Kiwi (U34)
5x Wither Specter (R39),2x Newt (C35),1x Matcho (R42),2x Mist (C2),
5x Wither Specter (R39),5x Miner Zombie (C36),1x Matcho (R42),2x Troglobyte (U6),2x Flash (C3)
5x Wither Specter (R39),2x Bramble (U1),1x Matcho (R42),1x Pest (U10),
5x Wither Specter (R39),2x Tide (U2),1x Matcho (R42),1x Mossybit (U11),
5x Wither Specter (R39),2x Quake (U3),1x Matcho (R42),,
5x Wither Specter (R39),5x Sparrow (U4),1x Matcho (R42),1x Pest (U10),2x Falcon (R58)
5x Wither Specter (R39),5x Goldfin (U5),1x Matcho (R42),1x Mossybit (U11),2x Tide (U2)
5x Wither Specter (R39),5x Troglobyte (U6),1x Matcho (R42),2x Quartzfang (R33),2x Quake (U3)
5x Wither Specter (R39),5x Hideoncave (U7),1x Matcho (R42),1x Pest (U10),2x Bramble (U1)
5x Wither Specter (R39),2x Salamander (U8),1x Matcho (R42),1x Mossybit (U11),2x Tide (U2)
5x Wither Specter (R39),2x Cuboa (U9),1x Matcho (R42),2x Quake (U3),2x Viper (U21)
5x Wither Specter (R39),5x Pest (U10),1x Matcho (R42),1x Bambuleaf (U25),2x Bramble (U1)
5x Wither Specter (R39),2x Mossybit (U11),1x Matcho (R42),1x Salmon (U20),2x Tide (U2)
5x Wither Specter (R39),5x Rain Slime (U12),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Seer (U15),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Heron (U16),1x Matcho (R42),1x Bambuleaf (U25),2x Falcon (R58)
5x Wither Specter (R39),5x Obsidian Defender (U18),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Salmon (U20),1x Matcho (R42),1x Ent (U29),2x Tide (U2)
5x Wither Specter (R39),2x Viper (U21),1x Matcho (R42),2x Python (R9),2x Quake (U3)
5x Wither Specter (R39),5x Praying Mantis (U22),1x Matcho (R42),1x Bambuleaf (U25),2x Bramble (U1)
5x Wither Specter (R39),5x Zombie Soldier (U24),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Bambuleaf (U25),1x Matcho (R42),1x Mochibear (U31),2x Pandarai (E4)
5x Wither Specter (R39),5x Sycophant (U27),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Seagull (U28),1x Matcho (R42),1x Mochibear (U31),2x Falcon (R58)
5x Wither Specter (R39),5x Ent (U29),1x Matcho (R42),1x Magma Slug (U32),2x Tide (U2)
5x Wither Specter (R39),5x Soul of the Alpha (U30),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Mochibear (U31),1x Matcho (R42),2x Pandarai (E4),2x Bambloom (R4)
5x Wither Specter (R39),5x Magma Slug (U32),1x Matcho (R42),1x Stridersurfer (U38),2x Tide (U2)
5x Wither Specter (R39),5x Flaming Spider (U33),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Kiwi (U34),1x Matcho (R42),2x Falcon (R58),2x Bramble (U1)
5x Wither Specter (R39),5x Bruiser (U36),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Stridersurfer (U38),1x Matcho (R42),2x Tide (U2),
5x Wither Specter (R39),2x Rana (U39),1x Matcho (R42),2x Quake (U3),
5x Wither Specter (R39),5x Termite (U40),1x Matcho (R42),2x Bramble (U1),
5x Wither Specter (R39),2x Sylvan (R1),1x Matcho (R42),1x Beaconmite (R7),
5x Wither Specter (R39),2x Cascade (R2),1x Matcho (R42),1x Piranha (R11),
5x Wither Specter (R39),2x Bolt (R3),1x Glacite Walker (R6),,
5x Wither Specter (R39),5x Bambloom (R4),1x Matcho (R42),1x Beaconmite (R7),2x Pandarai (E4)
5x Wither Specter (R39),2x Toad (R5),1x Matcho (R42),1x Piranha (R11),2x Rana (U39)
5x Wither Specter (R39),5x Glacite Walker (R6),1x Drowned (R18),,
5x Wither Specter (R39),5x Beaconmite (R7),1x Matcho (R42),1x Invisibug (R10),
5x Wither Specter (R39),2x Lizard King (R8),1x Matcho (R42),1x Piranha (R11),
5x Wither Specter (R39),2x Python (R9),1x Drowned (R18),2x King Cobra (R54),
5x Wither Specter (R39),5x Invisibug (R10),1x Matcho (R42),1x Dreadwing (R49),
5x Wither Specter (R39),5x Piranha (R11),1x Matcho (R42),1x Abyssal Lanternfish (R23),
5x Wither Specter (R39),5x Hideongeon (R13),1x Matcho (R42),1x Dreadwing (R49),2x Hideonring (R34)
5x Wither Specter (R39),5x Lapis Skeleton (R15),1x Drowned (R18),2x Lapis Creeper (L12),2x Skeletor (R30)
5x Wither Specter (R39),5x Cropeetle (R16),1x Matcho (R42),1x Dreadwing (R49),
5x Wither Specter (R39),5x Drowned (R18),1x Star Sentry (R21),,
5x Wither Specter (R39),5x Star Sentry (R21),1x Arachne (R24),,
5x Wither Specter (R39),5x Hideondra (R22),1x Matcho (R42),1x Dreadwing (R49),2x Hideonring (R34)
5x Wither Specter (R39),5x Abyssal Lanternfish (R23),1x Matcho (R42),1x Silentdepth (R29),
5x Wither Specter (R39),5x Arachne (R24),1x Revenant (R27),,
5x Wither Specter (R39),5x Bitbug (R25),1x Matcho (R42),1x Dreadwing (R49),
5x Wither Specter (R39),5x Revenant (R27),1x Skeletor (R30),,
5x Wither Specter (R39),5x Silentdepth (R29),1x Matcho (R42),1x Snowfin (R35),
5x Wither Specter (R39),5x Skeletor (R30),1x Thyst (R31),,
5x Wither Specter (R39),5x Thyst (R31),1x Kada Knight (R36),2x Troglobyte (U6),
5x Wither Specter (R39),5x Quartzfang (R33),1x Kada Knight (R36),2x Stalagmight (R51),2x Troglobyte (U6)
5x Wither Specter (R39),5x Hideonring (R34),1x Matcho (R42),1x Dreadwing (R49),2x Hideongift (C16)
5x Wither Specter (R39),5x Snowfin (R35),1x Matcho (R42),1x Carrot King (R38),
5x Wither Specter (R39),5x Kada Knight (R36),1x Matcho (R42),,
5x Wither Specter (R39),5x Carrot King (R38),1x Matcho (R42),1x Lumisquid (R44),
5x Wither Specter (R39),5x Wither Specter (R39),1x Matcho (R42),,
5x Wither Specter (R39),5x Matcho (R42),1x Crocodile (R45),,
5x Wither Specter (R39),5x Ladybug (R43),1x Matcho (R42),1x Dreadwing (R49),
5x Wither Specter (R39),5x Lumisquid (R44),1x Matcho (R42),1x Joydive (R50),
5x Wither Specter (R39),2x Crocodile (R45),1x Draconic (R57),2x Alligator (E6),
5x Wither Specter (R39),2x Bullfrog (R46),1x Matcho (R42),1x Joydive (R50),2x Rana (U39)
5x Wither Specter (R39),5x Dreadwing (R49),1x Matcho (R42),1x Fungloom (R52),
5x Wither Specter (R39),5x Joydive (R50),1x Matcho (R42),1x Eel (R53),
5x Wither Specter (R39),5x Stalagmight (R51),1x Draconic (R57),2x Troglobyte (U6),
5x Wither Specter (R39),5x Fungloom (R52),1x Matcho (R42),2x Troglobyte (U6),
5x Wither Specter (R39),2x Eel (R53),1x Matcho (R42),1x Lava Flame (R56),
5x Wither Specter (R39),2x King Cobra (R54),1x Draconic (R57),2x Basilisk (E9),
5x Wither Specter (R39),5x Lava Flame (R56),1x Matcho (R42),1x Inferno Koi (R59),
5x Wither Specter (R39),5x Draconic (R57),1x Wither (R60),,
5x Wither Specter (R39),5x Falcon (R58),1x Matcho (R42),2x Kiwi (U34),2x Harpy (C24)
5x Wither Specter (R39),5x Inferno Koi (R59),1x Matcho (R42),,
5x Wither Specter (R39),2x Gecko (R61),1x Matcho (R42),,
5x Wither Specter (R39),2x Terra (E1),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),2x Cryo (E2),1x Matcho (R42),1x Water Hydra (E17),2x Bolt (R3)
5x Wither Specter (R39),2x Aero (E3),1x Thorn (E12),2x Bolt (R3),
5x Wither Specter (R39),5x Pandarai (E4),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),2x Leviathan (E5),1x Matcho (R42),1x Water Hydra (E17),2x Bolt (R3)
5x Wither Specter (R39),2x Alligator (E6),1x Thorn (E12),2x Caiman (E30),2x Bolt (R3)
5x Wither Specter (R39),2x Fenlord (E7),1x Matcho (R42),1x Water Hydra (E17),2x Bolt (R3)
5x Wither Specter (R39),2x Basilisk (E9),1x Thorn (E12),2x Bolt (R3),
5x Wither Specter (R39),2x Iguana (E10),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),2x Moray Eel (E11),1x Matcho (R42),1x Water Hydra (E17),2x Bolt (R3)
5x Wither Specter (R39),5x Thorn (E12),1x Bal (E15),2x Bolt (R3),
5x Wither Specter (R39),5x Lunar Moth (E13),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),2x Fire Eel (E14),1x Matcho (R42),1x Water Hydra (E17),2x Bolt (R3)
5x Wither Specter (R39),5x Bal (E15),1x Flare (E18),2x Bolt (R3),2x Troglobyte (U6)
5x Wither Specter (R39),5x Hideonsack (E16),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),5x Water Hydra (E17),1x Matcho (R42),1x Sea Emperor (E20),2x Bolt (R3)
5x Wither Specter (R39),5x Flare (E18),1x Prince (E21),2x Bolt (R3),
5x Wither Specter (R39),5x Sea Emperor (E20),1x Matcho (R42),1x Shellwise (E26),2x Bolt (R3)
5x Wither Specter (R39),5x Prince (E21),1x Mimic (E24),2x Bolt (R3),
5x Wither Specter (R39),2x Komodo Dragon (E22),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),5x Mimic (E24),1x Barbarian Duke X (E27),2x Bolt (R3),
5x Wither Specter (R39),2x Shellwise (E26),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Barbarian Duke X (E27),1x Hellwisp (E29),2x Bolt (R3),
5x Wither Specter (R39),5x Toucan (E28),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),5x Hellwisp (E29),1x Ghost (E33),2x Bolt (R3),
5x Wither Specter (R39),2x Caiman (E30),1x Ghost (E33),2x Bolt (R3),
5x Wither Specter (R39),5x Firefly (E31),1x Matcho (R42),1x XYZ (E34),2x Bolt (R3)
5x Wither Specter (R39),2x Sea Serpent (E32),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Ghost (E33),2x Bolt (R3),2x Troglobyte (U6),
5x Wither Specter (R39),5x XYZ (E34),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),2x Leatherback (E35),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Cavernshade (E36),2x Bolt (R3),2x Troglobyte (U6),
5x Wither Specter (R39),5x Dragonfly (E37),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),2x Tenebris (L1),1x Matcho (R42),1x Cinderbat (L28),2x Bolt (R3)
5x Wither Specter (R39),2x Blizzard (L2),1x Matcho (R42),1x Spike (L14),2x Bolt (R3)
5x Wither Specter (R39),2x Tempest (L3),1x Endstone Protector (L9),2x Bolt (R3),
5x Wither Specter (R39),2x Chameleon (L4),1x Terra (E1),1x Cryo (E2),1x Matcho (R42)
5x Wither Specter (R39),2x Tiamat (L6),1x Endstone Protector (L9),2x Bolt (R3),
5x Wither Specter (R39),2x Wyvern (L7),1x Matcho (R42),1x Cinderbat (L28),2x Bolt (R3)
5x Wither Specter (R39),2x Tortoise (L8),1x Matcho (R42),1x Spike (L14),2x Bolt (R3)
5x Wither Specter (R39),5x Endstone Protector (L9),1x Kraken (L15),2x Bolt (R3),
5x Wither Specter (R39),2x Naga (L11),1x Matcho (R42),1x Spike (L14),2x Bolt (R3)
5x Wither Specter (R39),5x Lapis Creeper (L12),1x Kraken (L15),2x Bolt (R3),
5x Wither Specter (R39),5x Wartybug (L13),1x Matcho (R42),1x Cinderbat (L28),2x Bolt (R3)
5x Wither Specter (R39),5x Spike (L14),1x Matcho (R42),1x Taurus (L17),2x Bolt (R3)
5x Wither Specter (R39),5x Kraken (L15),1x Burningsoul (L27),2x Bolt (R3),
5x Wither Specter (R39),5x Taurus (L17),1x Matcho (R42),1x Shinyfish (L23),2x Bolt (R3)
5x Wither Specter (R39),5x Daemon (L18),1x Burningsoul (L27),2x Bolt (R3),
5x Wither Specter (R39),5x Moltenfish (L20),1x Matcho (R42),1x Shinyfish (L23),2x Bolt (R3)
5x Wither Specter (R39),5x Shinyfish (L23),1x Matcho (R42),1x Lord Jawbus (L26),2x Bolt (R3)
5x Wither Specter (R39),5x Ananke (L24),1x Burningsoul (L27),2x Bolt (R3),2x Falcon (R58)
5x Wither Specter (R39),5x Hideonbox (L25),1x Matcho (R42),1x Cinderbat (L28),2x Bolt (R3)
5x Wither Specter (R39),5x Lord Jawbus (L26),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Burningsoul (L27),1x Power Dragon (L30),2x Bolt (R3),
5x Wither Specter (R39),5x Cinderbat (L28),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),2x Megalith (L29),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Power Dragon (L30),1x Apex Dragon (L33),2x Bolt (R3),
5x Wither Specter (R39),5x Condor (L31),1x Matcho (R42),2x Bolt (R3),2x Falcon (R58)
5x Wither Specter (R39),5x Sun Fish (L32),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Apex Dragon (L33),2x Bolt (R3),,
5x Wither Specter (R39),5x Dodo (L34),1x Matcho (R42),2x Bolt (R3),2x Falcon (R58)
5x Wither Specter (R39),5x Jormung (L36),2x Bolt (R3),,
5x Wither Specter (R39),5x Etherdrake (L39),2x Bolt (R3),,
5x Wither Specter (R39),5x Galaxy Fish (L41),1x Matcho (R42),2x Bolt (R3),
5x Wither Specter (R39),5x Molthorn (L42),2x Bolt (R3),,
5x Wither Specter (R39),2x Starborn (L44),2x Bolt (R3),,
5x Matcho (R42),2x Grove (C1),1x Crocodile (R45),1x Phanpyre (C4),
5x Matcho (R42),2x Mist (C2),1x Crocodile (R45),1x Cod (C5),
5x Matcho (R42),2x Flash (C3),1x Crocodile (R45),,
5x Matcho (R42),5x Phanpyre (C4),1x Crocodile (R45),1x Phanflare (C7),2x Dreadwing (R49)
5x Matcho (R42),5x Cod (C5),1x Crocodile (R45),1x Night Squid (C8),2x Mist (C2)
5x Matcho (R42),5x Phanflare (C7),1x Crocodile (R45),1x Hideonleaf (C10),2x Dreadwing (R49)
5x Matcho (R42),5x Night Squid (C8),1x Crocodile (R45),1x Verdant (C11),2x Mist (C2)
5x Matcho (R42),5x Lapis Zombie (C9),1x Crocodile (R45),2x Lapis Skeleton (R15),2x Flash (C3)
5x Matcho (R42),5x Hideonleaf (C10),1x Crocodile (R45),1x Mudworm (C25),2x Grove (C1)
5x Matcho (R42),5x Verdant (C11),1x Crocodile (R45),1x Sea Archer (C14),2x Mist (C2)
5x Matcho (R42),5x Chill (C12),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Sea Archer (C14),1x Crocodile (R45),1x Birries (C17),2x Mist (C2)
5x Matcho (R42),5x Voracious Spider (C15),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Hideongift (C16),1x Crocodile (R45),1x Mudworm (C25),2x Grove (C1)
5x Matcho (R42),5x Birries (C17),1x Crocodile (R45),1x Tadgang (C20),2x Mist (C2)
5x Matcho (R42),5x Tank Zombie (C18),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Crow (C19),1x Crocodile (R45),1x Mudworm (C25),2x Falcon (R58)
5x Matcho (R42),2x Tadgang (C20),1x Crocodile (R45),1x Coralot (C23),2x Rana (U39)
5x Matcho (R42),5x Zealot (C21),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Coralot (C23),1x Crocodile (R45),2x Mist (C2),
5x Matcho (R42),5x Harpy (C24),1x Crocodile (R45),2x Falcon (R58),2x Kiwi (U34)
5x Matcho (R42),5x Mudworm (C25),1x Crocodile (R45),2x Grove (C1),
5x Matcho (R42),5x Golden Ghoul (C27),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Azure (C29),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Bezal (C30),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Yog (C33),1x Crocodile (R45),2x Flash (C3),
5x Matcho (R42),5x Boreal Owl (C34),1x Crocodile (R45),2x Falcon (R58),2x Kiwi (U34)
5x Matcho (R42),2x Newt (C35),1x Crocodile (R45),2x Mist (C2),
5x Matcho (R42),5x Miner Zombie (C36),1x Crocodile (R45),2x Troglobyte (U6),2x Flash (C3)
5x Matcho (R42),2x Bramble (U1),1x Crocodile (R45),1x Pest (U10),
5x Matcho (R42),2x Tide (U2),1x Crocodile (R45),1x Mossybit (U11),
5x Matcho (R42),2x Quake (U3),1x Crocodile (R45),,
5x Matcho (R42),5x Sparrow (U4),1x Crocodile (R45),1x Pest (U10),2x Falcon (R58)
5x Matcho (R42),5x Goldfin (U5),1x Crocodile (R45),1x Mossybit (U11),2x Tide (U2)
5x Matcho (R42),5x Troglobyte (U6),1x Crocodile (R45),2x Quartzfang (R33),2x Quake (U3)
5x Matcho (R42),5x Hideoncave (U7),1x Crocodile (R45),1x Pest (U10),2x Bramble (U1)
5x Matcho (R42),2x Salamander (U8),1x Crocodile (R45),1x Mossybit (U11),2x Tide (U2)
5x Matcho (R42),2x Cuboa (U9),1x Crocodile (R45),2x Quake (U3),2x Viper (U21)
5x Matcho (R42),5x Pest (U10),1x Crocodile (R45),1x Bambuleaf (U25),2x Bramble (U1)
5x Matcho (R42),2x Mossybit (U11),1x Crocodile (R45),1x Salmon (U20),2x Tide (U2)
5x Matcho (R42),5x Rain Slime (U12),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Seer (U15),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Heron (U16),1x Crocodile (R45),1x Bambuleaf (U25),2x Falcon (R58)
5x Matcho (R42),5x Obsidian Defender (U18),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Salmon (U20),1x Crocodile (R45),1x Ent (U29),2x Tide (U2)
5x Matcho (R42),2x Viper (U21),1x Crocodile (R45),2x Python (R9),2x Quake (U3)
5x Matcho (R42),5x Praying Mantis (U22),1x Crocodile (R45),1x Bambuleaf (U25),2x Bramble (U1)
5x Matcho (R42),5x Zombie Soldier (U24),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Bambuleaf (U25),1x Crocodile (R45),1x Mochibear (U31),2x Pandarai (E4)
5x Matcho (R42),5x Sycophant (U27),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Seagull (U28),1x Crocodile (R45),1x Mochibear (U31),2x Falcon (R58)
5x Matcho (R42),5x Ent (U29),1x Crocodile (R45),1x Magma Slug (U32),2x Tide (U2)
5x Matcho (R42),5x Soul of the Alpha (U30),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Mochibear (U31),1x Crocodile (R45),2x Pandarai (E4),2x Bambloom (R4)
5x Matcho (R42),5x Magma Slug (U32),1x Crocodile (R45),1x Stridersurfer (U38),2x Tide (U2)
5x Matcho (R42),5x Flaming Spider (U33),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Kiwi (U34),1x Crocodile (R45),2x Falcon (R58),2x Bramble (U1)
5x Matcho (R42),5x Bruiser (U36),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Stridersurfer (U38),1x Crocodile (R45),2x Tide (U2),
5x Matcho (R42),2x Rana (U39),1x Crocodile (R45),2x Quake (U3),
5x Matcho (R42),5x Termite (U40),1x Crocodile (R45),2x Bramble (U1),
5x Matcho (R42),2x Sylvan (R1),1x Crocodile (R45),1x Beaconmite (R7),
5x Matcho (R42),2x Cascade (R2),1x Crocodile (R45),1x Piranha (R11),
5x Matcho (R42),2x Bolt (R3),1x Glacite Walker (R6),,
5x Matcho (R42),5x Bambloom (R4),1x Crocodile (R45),1x Beaconmite (R7),2x Pandarai (E4)
5x Matcho (R42),2x Toad (R5),1x Crocodile (R45),1x Piranha (R11),2x Rana (U39)
5x Matcho (R42),5x Glacite Walker (R6),1x Drowned (R18),,
5x Matcho (R42),5x Beaconmite (R7),1x Crocodile (R45),1x Invisibug (R10),
5x Matcho (R42),2x Lizard King (R8),1x Crocodile (R45),1x Piranha (R11),
5x Matcho (R42),2x Python (R9),1x Drowned (R18),2x King Cobra (R54),
5x Matcho (R42),5x Invisibug (R10),1x Crocodile (R45),1x Dreadwing (R49),
5x Matcho (R42),5x Piranha (R11),1x Crocodile (R45),1x Abyssal Lanternfish (R23),
5x Matcho (R42),5x Hideongeon (R13),1x Crocodile (R45),1x Dreadwing (R49),2x Hideonring (R34)
5x Matcho (R42),5x Lapis Skeleton (R15),1x Drowned (R18),2x Lapis Creeper (L12),2x Skeletor (R30)
5x Matcho (R42),5x Cropeetle (R16),1x Crocodile (R45),1x Dreadwing (R49),
5x Matcho (R42),5x Drowned (R18),1x Star Sentry (R21),,
5x Matcho (R42),5x Star Sentry (R21),1x Arachne (R24),,
5x Matcho (R42),5x Hideondra (R22),1x Crocodile (R45),1x Dreadwing (R49),2x Hideonring (R34)
